n,threshold,hr,category,ate,lower_ci,upper_ci
168,5,31,is_cardio,-13.864789844784212,-24.986766326260863,-2.2548007505895384
167,6,31,is_cardio,-22.716110952420024,-40.93714720409213,-9.194903980388546
163,7,31,is_cardio,-21.982700670802842,-34.785370566144906,-8.75981591692485
157,8,31,is_cardio,-16.8034656739556,-31.679234954580977,-4.4500937014328485
148,9,31,is_cardio,-26.908798683825495,-43.47247285774725,-10.731641469519104
140,10,31,is_cardio,-23.37715415998224,-38.456030207005796,-8.307291236639799
130,11,31,is_cardio,-24.652069146712392,-37.38994236735965,-10.869729321265595
118,12,31,is_cardio,-24.229894749222467,-33.57888267227642,-13.45929974893835
111,13,31,is_cardio,-25.269747554866512,-37.75337867011763,-14.54198787876004
102,14,31,is_cardio,-28.79547796474236,-38.24950413511567,-20.547470933356834
94,15,31,is_cardio,-33.100780334918824,-43.98443974476169,-22.698460774032412
87,16,31,is_cardio,-33.90051275584696,-43.26719550415805,-26.330038429994858
78,17,31,is_cardio,-35.630108126939774,-46.17790047706944,-26.324042048605946
73,18,31,is_cardio,-35.862163979969836,-48.4925712814063,-24.68410249951839
68,19,31,is_cardio,-32.38227695298468,-46.553969901402496,-19.85180616716667
63,20,31,is_cardio,-34.58643877682772,-47.05163124496906,-21.054167779510095
58,21,31,is_cardio,-33.226168160909936,-46.4576765844356,-21.069894992547347
51,22,31,is_cardio,-37.200250637387256,-53.21546400251347,-23.174420580253496
46,23,31,is_cardio,-35.53934854184894,-51.120121033806896,-22.465040433572
39,24,31,is_cardio,-37.043645297858944,-59.89791298236196,-20.25815821634393
35,25,31,is_cardio,-38.5757602741981,-57.83610289614606,-20.102805038509615
32,26,31,is_cardio,-38.394300152926064,-71.26111496639385,-9.315849979007254
30,27,31,is_cardio,-37.30605966819729,-59.53802220899615,-11.531273449674643
24,28,31,is_cardio,-32.61040607767882,-88.64525182549593,15.146700075517941
22,29,31,is_cardio,-33.898097597783675,-114.10878109163875,103.51181228385877
20,30,31,is_cardio,-36.908583023232296,-125.72520908905938,77.66516387850248
18,31,31,is_cardio,-43.10357987811153,-287.91652380393214,157.90409442311227
17,32,31,is_cardio,-43.33045745231706,-300.3958086494272,173.12631475735975
16,33,31,is_cardio,-49.64423925457572,-193.7749390309981,107.43298734633271
13,34,31,is_cardio,-0.03586535332925678,-94.04437552067625,171.0642317804001
10,35,31,is_cardio,-5.584329760538083,-82.3840282134206,228.757051810503
8,36,31,is_cardio,-29.103645773478263,-39.94124404824461,68.72880262789131
8,37,31,is_cardio,-29.103645773478263,-43.16271475497152,67.98465661680538
8,38,31,is_cardio,-29.103645773478263,-32.22531286812054,71.03506805652415
8,39,31,is_cardio,-29.103645773478263,-43.97092079085007,62.07059171719959
7,40,31,is_cardio,-28.28927607174674,-48.575829012516266,81.24865308472147
171,5,32,is_cardio,3.313671530139345,-21.825542750107587,22.0080964560116
168,6,32,is_cardio,2.5704676668891295,-16.60869998980172,18.489303302302602
163,7,32,is_cardio,-3.7272360578646158,-25.90028578120348,11.853770206363322
156,8,32,is_cardio,-14.620020597705661,-32.47023545816603,5.829877416883022
150,9,32,is_cardio,-22.87515303293563,-40.443663097507994,-3.3088921535689337
138,10,32,is_cardio,-18.28834557552264,-31.439178428265052,-3.137167164898017
132,11,32,is_cardio,-21.226157705522752,-31.90199837622265,-10.779246934453596
118,12,32,is_cardio,-22.38471940135949,-33.86347332990323,-11.623517287579432
112,13,32,is_cardio,-26.062120578667503,-35.60492310899306,-15.805197527548273
108,14,32,is_cardio,-26.251589863827604,-38.99846009303343,-18.08031236343794
103,15,32,is_cardio,-24.19593919886563,-36.80845929413846,-16.403746120746746
93,16,32,is_cardio,-24.62584297258047,-35.23535221149996,-13.219739719845933
82,17,32,is_cardio,-28.33148427426289,-38.42038343008244,-18.858150901295772
76,18,32,is_cardio,-24.393278276082725,-34.36983658945027,-16.44715006380008
69,19,32,is_cardio,-21.46991844670191,-33.82243748847611,-7.6897219262828855
64,20,32,is_cardio,-17.47391973274719,-29.09225182376801,-7.002663651954975
56,21,32,is_cardio,-15.973623928974348,-29.833792258003683,-4.09352025668133
52,22,32,is_cardio,-19.524251423414057,-32.70239813935814,-2.6211179110377714
41,23,32,is_cardio,-22.74756663842294,-36.59784700028729,-6.137282653357204
37,24,32,is_cardio,-24.092793513380656,-43.33655137743358,-6.496712165716588
29,25,32,is_cardio,-27.047288100475157,-52.3493974950471,4.668175541456577
26,26,32,is_cardio,-27.20438003153123,-74.09924893872846,26.86348428716613
23,27,32,is_cardio,-29.245682666524885,-119.99367407716431,10.43032948341775
22,28,32,is_cardio,-31.469640507751166,-89.1246575615665,23.325278459316024
22,29,32,is_cardio,-31.469640507751166,-145.92560616137865,31.083090865814967
20,30,32,is_cardio,-34.13311608276754,-120.08439393063995,110.5646464738249
19,31,32,is_cardio,-34.182043810644274,-224.0354978071536,29.787734918203512
17,32,32,is_cardio,-40.36019389431209,-180.57040598064006,112.81524730012217
16,33,32,is_cardio,-44.14555365085636,-178.7594322931179,39.646552384626816
13,34,32,is_cardio,-71.74407096457733,-253.29740960272562,10.642993401236822
11,35,32,is_cardio,-22.46355571030182,-69.79093229652136,60.892633735924605
8,36,32,is_cardio,-49.85261345640123,-83.55316425237908,48.20990825951719
8,37,32,is_cardio,-49.85261345640123,-95.93637970569779,59.50961008655602
7,38,32,is_cardio,-40.50272658392905,-79.48617000699639,56.059096119683176
7,39,32,is_cardio,-40.50272658392905,-74.66836799049182,38.99770351533694
6,40,32,is_cardio,-62.59045013155455,-126.63490368407523,-28.454443148271736
168,5,33,is_cardio,-10.198661628095635,-27.544867012448094,7.0287562790427955
161,6,33,is_cardio,-9.525043671452494,-25.64079583347791,7.037236661053555
158,7,33,is_cardio,-15.075589703504704,-31.641654873469832,3.1638544620318214
155,8,33,is_cardio,-15.09842337490511,-27.937176371948254,-0.15748553434997348
147,9,33,is_cardio,-20.602841662530494,-37.691570859365925,-3.191347703665457
138,10,33,is_cardio,-17.837664857705278,-31.705146282288325,-3.1627239435762817
127,11,33,is_cardio,-18.366422612209163,-30.194932993304633,-4.8000962558428455
118,12,33,is_cardio,-24.290698037357657,-35.843756216243435,-12.698338578738685
108,13,33,is_cardio,-23.90609794527407,-33.422263466035645,-14.925013802185077
103,14,33,is_cardio,-23.45262871422173,-34.518769119519504,-12.878282601594151
96,15,33,is_cardio,-22.094480031490463,-30.179907238161178,-12.542501527620061
93,16,33,is_cardio,-21.799115911457193,-31.63843466025375,-12.009059644090286
82,17,33,is_cardio,-22.173454106665645,-33.56868043312173,-13.021449516987218
74,18,33,is_cardio,-21.646158506656974,-33.747613402962685,-12.363162701018382
61,19,33,is_cardio,-11.319514158656915,-25.003621729677747,-1.8248588373331245
56,20,33,is_cardio,-13.852894164108193,-27.552183752528776,-0.24069373630283053
51,21,33,is_cardio,-15.549928824654842,-27.478078251874734,2.0952852013843994
48,22,33,is_cardio,-15.436064324699174,-31.633307566860964,3.1025470192177522
43,23,33,is_cardio,-20.636520022867273,-36.782498576856966,-8.222346739959704
39,24,33,is_cardio,-25.776792790615417,-49.18166933116683,-9.273948202654623
37,25,33,is_cardio,-25.38230517821188,-45.50548390139008,-9.539354111699879
34,26,33,is_cardio,-24.071099620524677,-48.89163115493912,-3.0049234296895406
31,27,33,is_cardio,-22.32437200945057,-44.22259737370334,-4.326826144044503
24,28,33,is_cardio,-24.284541708188186,-51.91235466498284,26.46986919338312
21,29,33,is_cardio,-30.655523794053664,-131.062468555086,17.18768971578504
21,30,33,is_cardio,-30.655523794053664,-144.5698854568528,38.84558016335252
18,31,33,is_cardio,-35.291293876088986,-159.4317406883454,91.4918769449782
17,32,33,is_cardio,-36.14625201967718,-211.4408328086871,199.2219956192103
16,33,33,is_cardio,-32.471112145416186,-150.64489463178458,63.542842792121576
16,34,33,is_cardio,-32.471112145416186,-139.53400295329718,116.24315309792604
13,35,33,is_cardio,-45.139703948683604,-99.71566174346836,36.02155090985667
12,36,33,is_cardio,-46.03399565757664,-112.5280165698043,14.634416168223268
9,37,33,is_cardio,-51.536130583898256,-100.51403423932885,10.944098307656773
8,38,33,is_cardio,-51.36357806761467,-99.16265310136652,4.087140638360054
8,39,33,is_cardio,-51.36357806761467,-99.61386058664561,-5.4951150760578855
6,40,33,is_cardio,-57.02519681111144,-118.35485438740878,21.984977123287166
166,5,34,is_cardio,-3.3311116821563473,-15.159070074740697,7.727145693799969
163,6,34,is_cardio,2.0652567462068987,-12.226419476092616,14.442642370002972
160,7,34,is_cardio,-0.4875825545700536,-8.988634675336954,11.211037700099041
157,8,34,is_cardio,-0.10357933752982262,-10.286694809240942,10.287409525415939
149,9,34,is_cardio,0.6539368037826705,-12.250344875665945,12.25281182789243
139,10,34,is_cardio,-10.73059587331636,-24.17286040968918,-0.984404369500993
126,11,34,is_cardio,-13.686486204716061,-24.224849594833216,-2.354668633594315
118,12,34,is_cardio,-14.120433492752284,-23.06382861125482,-6.126648313249035
108,13,34,is_cardio,-17.623901004150554,-28.522133833698632,-6.675940462170445
105,14,34,is_cardio,-18.26168593093172,-26.544214155485236,-8.641344141811913
97,15,34,is_cardio,-17.02574431842214,-27.174088271491428,-8.94048935077214
92,16,34,is_cardio,-15.438579243084433,-25.85423195801232,-5.802019034195212
78,17,34,is_cardio,-16.614934327549236,-25.75475268732842,-6.4401715365706025
71,18,34,is_cardio,-16.92766145382504,-31.295464630951898,-6.142572058535535
62,19,34,is_cardio,-12.67729980932748,-23.476060669809584,-0.37514608573587793
54,20,34,is_cardio,-14.33028839738742,-30.028085509506923,-1.7800105726049367
51,21,34,is_cardio,-15.654303072080722,-31.917777799106176,-0.6898563243754552
47,22,34,is_cardio,-20.898870654669906,-41.97397228052591,-3.7167805347342835
43,23,34,is_cardio,-28.68867251995775,-43.4115320597827,-14.667652731061992
36,24,34,is_cardio,-29.05163670341966,-50.67099917645879,-11.42960939109065
31,25,34,is_cardio,-29.543709892430456,-52.21685519727191,7.231627533029922
29,26,34,is_cardio,-34.64415301947085,-57.19131581999898,-9.897656338525849
24,27,34,is_cardio,-27.446984749052888,-51.45477080200129,20.31973164252537
22,28,34,is_cardio,-23.86941649904935,-79.9413500847763,35.83613670334759
21,29,34,is_cardio,-24.833279525823485,-70.01254188708484,63.243429664739296
20,30,34,is_cardio,-24.132199228210908,-85.46654077815876,56.073518086846235
17,31,34,is_cardio,-13.265517108981498,-91.9914615009429,90.64677324518802
16,32,34,is_cardio,-14.323591817000903,-147.24954197476382,122.05527367806974
16,33,34,is_cardio,-14.323591817000903,-83.76470183329025,53.924040926095756
12,34,34,is_cardio,45.103508300119614,85.47622863632625,205.44170165990866
11,35,34,is_cardio,-20.35691778337474,-53.91291418980521,74.82445664280807
10,36,34,is_cardio,-32.88746401139579,-71.7663648309398,29.775814339591648
9,37,34,is_cardio,-33.94291626493239,-63.10134409427991,41.87939796463088
8,38,34,is_cardio,-4.9305367852469715,-58.800568913162664,127.38223809972911
8,39,34,is_cardio,-4.9305367852469715,-24.61912104352035,124.3302937995436
7,40,34,is_cardio,-129.54519536631872,-247.95433814210728,-124.3039451307452
167,5,35,is_cardio,15.89472404939977,-13.701833932135514,40.789762583060764
164,6,35,is_cardio,8.103389619921899,-12.722500401882826,30.045839234079665
161,7,35,is_cardio,8.83470961744274,-14.969012128513384,25.6255780771082
157,8,35,is_cardio,14.412094711755401,-3.6459716184979527,35.26008503303467
150,9,35,is_cardio,-0.026977431265549967,-16.41842046913456,14.489622061375258
141,10,35,is_cardio,-4.360086992723609,-18.300314976295255,4.9808678694865876
133,11,35,is_cardio,-8.138477691333208,-21.952072576625653,4.022830924204442
124,12,35,is_cardio,-14.162103948164798,-28.13199859845892,-3.457957151834961
115,13,35,is_cardio,-16.48366492117887,-28.902084666687045,-8.764360163660001
113,14,35,is_cardio,-16.754498225758567,-31.013881001572656,-6.724457246902688
106,15,35,is_cardio,-15.970704893609678,-26.767302129655235,-6.592208081385849
97,16,35,is_cardio,-19.155953444566904,-29.74119984364063,-7.204007018285381
85,17,35,is_cardio,-20.402779781156255,-31.13744160365181,-10.20311022049978
74,18,35,is_cardio,-22.88042090263238,-40.657002343647406,-11.808545908358468
61,19,35,is_cardio,-23.134914386538014,-40.7671631961492,-7.982164204859117
53,20,35,is_cardio,-20.90165613786519,-41.62624201138931,-4.433570018340532
50,21,35,is_cardio,-21.312101106293483,-42.208010780374764,-2.4682356372292986
48,22,35,is_cardio,-28.297367374912398,-43.47325835687698,-12.89029450730115
44,23,35,is_cardio,-33.13489563742638,-53.08265100517829,-18.06470348830223
35,24,35,is_cardio,-33.96203266746426,-57.325979363632655,-9.873570269960112
30,25,35,is_cardio,-37.45694023687656,-54.890170882588876,-17.650631221415694
27,26,35,is_cardio,-39.27827618793805,-59.623334084453774,-5.4987480134956
23,27,35,is_cardio,-46.99846042220631,-125.06182468482763,-8.837676029430611
19,28,35,is_cardio,-47.06551311117494,-176.42617685928965,8.302020893617694
17,29,35,is_cardio,-40.54799108937175,-88.26647636814175,16.249953854217466
16,30,35,is_cardio,-39.88720862141659,-102.91462120100226,25.36776250416368
14,31,35,is_cardio,-45.09922579974676,-147.11976797549292,58.76131363643583
14,32,35,is_cardio,-45.09922579974676,-139.1773469698658,62.803343407332676
11,33,35,is_cardio,-16.91318861503106,-63.022820953118014,122.8788468848876
11,34,35,is_cardio,-16.91318861503106,-49.633578066463,84.82616683877248
9,35,35,is_cardio,-55.4544943052025,-91.97011130841946,-29.715015645714402
8,36,35,is_cardio,-58.343941968873935,-99.17124998516778,-19.507807403217242
7,37,35,is_cardio,-66.65350572139678,-125.15606185470719,39.27068596739625
7,38,35,is_cardio,-66.65350572139678,-122.3410629186383,2.1931829804641154
7,39,35,is_cardio,-66.65350572139678,-133.92452443704505,17.490487605062526
6,40,35,is_cardio,-59.28715612065835,-92.04720406885593,60.92963462823752
167,5,36,is_cardio,-11.954706009730046,-24.606062806943953,-2.7480347292357976
164,6,36,is_cardio,-1.4290896733264447,-21.088656448250134,13.678889142060257
162,7,36,is_cardio,-12.187664518324226,-32.14106017087468,6.4821268422734875
155,8,36,is_cardio,-11.709505197129744,-29.958961797185253,3.613056323887008
147,9,36,is_cardio,-13.388890751829166,-29.209725326177903,2.770154787585682
139,10,36,is_cardio,-15.08475785542231,-27.879157905488967,-0.7202630189252659
130,11,36,is_cardio,-15.945168416254774,-27.55510314993242,-5.846649375990495
117,12,36,is_cardio,-15.993886641286593,-26.54084785116686,-4.807090282300976
107,13,36,is_cardio,-19.61367920428279,-29.7338489442308,-9.665461337747729
102,14,36,is_cardio,-17.451404301337135,-30.565667067095973,-8.421872274358748
95,15,36,is_cardio,-17.716011631339967,-28.49380054480386,-8.710283549064883
86,16,36,is_cardio,-19.175775861918453,-30.391466940603124,-9.20817190986719
75,17,36,is_cardio,-19.930803314209015,-31.5566169099788,-7.362697055209253
73,18,36,is_cardio,-20.765990688425234,-33.6789424584733,-9.594963773668923
68,19,36,is_cardio,-19.628367650184657,-38.861992682639084,-7.04540267293342
62,20,36,is_cardio,-24.584040909185262,-40.0090104092443,-11.682330061407697
55,21,36,is_cardio,-25.724347578376268,-38.479658552117314,-11.443979540522179
52,22,36,is_cardio,-25.435988093307515,-37.7067067659151,-11.02147671555582
46,23,36,is_cardio,-31.085941027141075,-46.54627604236538,-9.585680756160798
40,24,36,is_cardio,-46.752149661222774,-69.00298761974383,-27.995863384113363
34,25,36,is_cardio,-42.27335378819578,-65.26463866572237,-19.47296857038984
33,26,36,is_cardio,-42.175596974455004,-66.01386356902904,-21.313024667621647
31,27,36,is_cardio,-50.68336727270648,-80.18742221995305,-26.363511298540942
25,28,36,is_cardio,-64.73370715008454,-105.51476508605697,-25.33022760092578
22,29,36,is_cardio,-63.960377513917734,-154.01137064784976,19.68128730404871
19,30,36,is_cardio,-54.76791184005401,-234.5160632596622,123.15852138411191
17,31,36,is_cardio,-59.91223200830521,-259.18713294021774,113.33751921138557
15,32,36,is_cardio,-57.69656180033758,-136.30192382609275,31.85193644292417
14,33,36,is_cardio,-55.155322702299,-210.89151640855263,51.3097152517804
13,34,36,is_cardio,-45.03723801732366,-121.37808521061646,55.57609588991102
10,35,36,is_cardio,-105.5234422163552,-271.5779387609144,-46.7594621491335
10,36,36,is_cardio,-105.5234422163552,-287.29375515966797,39.48553324041113
9,37,36,is_cardio,-62.804192876241814,-167.63861502819228,84.35670288208556
9,38,36,is_cardio,-62.804192876241814,-145.88299031462284,62.27833191945004
8,39,36,is_cardio,-65.72594992767077,-131.78770367677015,105.91719020408408
7,40,36,is_cardio,-201.30437799444925,-370.5776433027391,-133.70988872005654
164,5,37,is_cardio,17.938762932492665,-20.11803864072644,52.71725159325209
159,6,37,is_cardio,1.6669233341284553,-15.272952255216666,34.978246184152994
156,7,37,is_cardio,9.919596725170294,-23.002493754075772,31.781048423367736
152,8,37,is_cardio,1.2469935200115572,-20.592914913464682,16.713006890337567
149,9,37,is_cardio,5.157925249082922,-15.871774455153485,23.258707429516534
142,10,37,is_cardio,-5.225407891746983,-20.71466943954374,13.647379165052996
134,11,37,is_cardio,-8.767410548091334,-24.513545027473043,7.836474359704795
124,12,37,is_cardio,-10.380275978303786,-24.86738213780373,3.147833275539085
116,13,37,is_cardio,-12.622733819353783,-26.548533281517848,0.15776601583178262
