n,threshold,hr,category,ate,lower_ci,upper_ci
10,40,20,is_cardio,-104.11997909116607,-311.33562717733037,-94.43533391752972
194,5,21,is_cardio,-8.0910450794768,-45.09751061579621,33.642386495676504
192,6,21,is_cardio,-11.320913914317714,-41.8158593069401,16.305528474677118
188,7,21,is_cardio,-17.831425220636532,-53.41559718538912,-1.2960511522095146
179,8,21,is_cardio,-19.355999426022578,-35.27621534738125,-5.146387380311069
174,9,21,is_cardio,-35.878331836831194,-53.645341215708925,-14.261344423978642
164,10,21,is_cardio,-37.05566297172001,-52.21888073204306,-23.93988829354882
159,11,21,is_cardio,-36.636576822144264,-50.59396139998944,-20.169576698390983
149,12,21,is_cardio,-34.73488755549067,-49.1434981592308,-23.154126642334433
140,13,21,is_cardio,-30.853466162434927,-44.63221491251164,-20.516417468927642
131,14,21,is_cardio,-32.37907865406012,-43.33728823047986,-23.91945059971144
121,15,21,is_cardio,-31.784618036803835,-43.94885914482137,-20.71633963081652
110,16,21,is_cardio,-28.09658165266174,-37.85963152834742,-17.56667757569386
103,17,21,is_cardio,-25.614184337048897,-38.48329211633103,-12.243195739077521
96,18,21,is_cardio,-27.089489653803838,-38.624693944362605,-15.198669524060989
87,19,21,is_cardio,-28.54186711946656,-41.57713350223838,-16.5001333973008
82,20,21,is_cardio,-24.27385228210747,-36.237365939657764,-11.892255491689667
76,21,21,is_cardio,-27.84295873883164,-39.99244580150253,-17.912718966491582
68,22,21,is_cardio,-26.90508143544153,-40.09745611196715,-14.647021824358518
63,23,21,is_cardio,-32.51724226001332,-46.88327288519133,-20.68566651051995
55,24,21,is_cardio,-32.00498657256583,-48.0431332334943,-19.682862056422067
50,25,21,is_cardio,-31.398117976809715,-45.398409021550606,-14.675038522323177
43,26,21,is_cardio,-25.48604212942496,-42.2614222224754,-4.163249858822127
39,27,21,is_cardio,-27.35811791100801,-55.65738556754857,-5.498592814835291
35,28,21,is_cardio,-27.120943077439676,-51.88010895080595,-9.223478511286714
33,29,21,is_cardio,-26.952066376920925,-63.99023873618111,2.288465010947931
27,30,21,is_cardio,-21.643694711191984,-80.50096671157559,27.270191856883542
24,31,21,is_cardio,-37.75259427029704,-91.46470699826392,56.52283928893746
21,32,21,is_cardio,-26.017526158769556,-260.4472083204594,144.64705130864567
19,33,21,is_cardio,-26.99554262791915,-132.57377722059417,106.06802023845282
17,34,21,is_cardio,-26.053192186907864,-212.24340499274996,235.27371809599296
14,35,21,is_cardio,3.6487716550694245,-166.01421875649675,139.22688896583452
12,36,21,is_cardio,99.48479400799198,87.22332509324241,325.3556826193289
11,37,21,is_cardio,-61.6829542202145,-257.25704145193134,26.080262372381014
7,38,21,is_cardio,-77.30010303345261,-199.92889385540238,-66.79234664861326
7,39,21,is_cardio,-77.30010303345261,-228.7625361513569,-73.07009003170893
7,40,21,is_cardio,-77.30010303345261,-206.91436176640997,-71.61329946312381
193,5,22,is_cardio,-11.681542644290914,-46.87269150133369,34.060834000572186
190,6,22,is_cardio,-12.613839453974265,-45.95181484535024,19.563876839727783
184,7,22,is_cardio,-8.041066957859812,-40.431704038090885,16.06020542498473
178,8,22,is_cardio,-14.525270985218611,-36.10550608460096,3.237191762521803
172,9,22,is_cardio,-16.621154921239167,-32.82792437360723,-0.845771862184364
164,10,22,is_cardio,-29.412193967419626,-43.64570003509655,-11.045045934567014
159,11,22,is_cardio,-28.865427668944818,-41.03148156809422,-10.70559089938817
149,12,22,is_cardio,-31.0080469193245,-46.12608240928938,-18.290829578072902
144,13,22,is_cardio,-31.05007417762681,-42.140315700157004,-18.843566786514515
132,14,22,is_cardio,-28.232154134180718,-40.29693998995299,-16.34224300650601
122,15,22,is_cardio,-27.82307426819409,-38.85176305498078,-17.00578880003806
114,16,22,is_cardio,-28.69304426998005,-40.703057256963064,-17.609213151385802
99,17,22,is_cardio,-27.161567689092863,-37.4772019776766,-16.506158755124375
95,18,22,is_cardio,-29.183576280441883,-42.7437197583526,-19.021970937534206
91,19,22,is_cardio,-28.2234365317384,-38.79958565386508,-18.94169736791909
82,20,22,is_cardio,-26.90147497240679,-37.87898132701352,-17.460952511517178
75,21,22,is_cardio,-26.384852330029616,-35.53260532499533,-16.613877020662784
70,22,22,is_cardio,-27.98197429535,-38.73335201545558,-16.72501632978407
60,23,22,is_cardio,-31.354634144084628,-42.6090339160003,-19.853219572751897
53,24,22,is_cardio,-34.45030773117921,-47.16966788525713,-19.735121711100106
45,25,22,is_cardio,-30.335387029569745,-46.541977727819955,-13.06720048395178
41,26,22,is_cardio,-32.92273901363515,-50.386431383143844,-9.051205571701303
34,27,22,is_cardio,-27.490084773473626,-46.60597756635519,-0.8317289384871742
30,28,22,is_cardio,-26.749450807312655,-55.30681529338656,-4.527117498022136
29,29,22,is_cardio,-26.731581863587337,-60.34998994557418,-1.9477623328806146
26,30,22,is_cardio,-27.391705572601666,-59.80803633574149,14.023480109980284
22,31,22,is_cardio,-24.42704727658466,-238.66846466258912,67.41209730899647
20,32,22,is_cardio,-18.358084394967676,-356.2801636572599,162.56911177880843
18,33,22,is_cardio,-18.937540310891052,-231.74420654232162,223.72397790781508
15,34,22,is_cardio,-18.26971002132524,-191.3256458684859,65.30710719126388
13,35,22,is_cardio,-7.824161919905947,-177.3997093041851,96.73104389223873
13,36,22,is_cardio,-7.824161919905947,-191.23020493936747,90.58982584222667
11,37,22,is_cardio,139.86255394330965,168.93421995020626,423.2943622101675
10,38,22,is_cardio,140.5590085038408,136.97622958601778,364.3403515638838
8,39,22,is_cardio,260.6159566386548,249.51066124803208,603.1405715638915
8,40,22,is_cardio,260.6159566386548,302.31435242543625,592.2026253726639
192,5,23,is_cardio,-16.456158955321712,-66.82521872702085,30.17540066912366
187,6,23,is_cardio,-10.273937013694734,-49.847721117420946,13.183781804304346
182,7,23,is_cardio,-15.074377712670042,-42.770158346276446,3.5587435844802826
173,8,23,is_cardio,-27.857657246737716,-45.60504876251048,-11.080636387046155
167,9,23,is_cardio,-22.80607746308212,-42.62981372183452,-10.033012602117395
159,10,23,is_cardio,-32.03323559998009,-50.36941457527632,-13.199464926419239
150,11,23,is_cardio,-34.454728716540615,-49.393035266707756,-20.694797582988002
142,12,23,is_cardio,-31.016777515381335,-44.7006749230255,-15.111499485392812
132,13,23,is_cardio,-32.31697292640047,-44.34182072727302,-22.484771596309315
127,14,23,is_cardio,-30.975388891834854,-41.33452999785712,-19.921171307302984
122,15,23,is_cardio,-30.723297890779776,-42.66658586372921,-24.02964998129903
110,16,23,is_cardio,-28.17638398227814,-38.48586663569819,-16.334292853199827
100,17,23,is_cardio,-31.337414014898343,-42.305662188141326,-21.602626943773885
96,18,23,is_cardio,-30.79680325558334,-41.38865436332719,-21.566756443894093
90,19,23,is_cardio,-33.479336166484956,-45.5955209108422,-21.975053754335107
80,20,23,is_cardio,-29.101930725079114,-41.512808075290906,-16.209522232696088
75,21,23,is_cardio,-30.15995507990496,-42.172312876712226,-17.89453330916359
69,22,23,is_cardio,-26.559558238186185,-37.85103786503129,-17.023726903815174
63,23,23,is_cardio,-30.90093172747379,-40.554745116122604,-20.64161437482261
54,24,23,is_cardio,-30.804939970578687,-44.36364320791128,-16.19309543041672
49,25,23,is_cardio,-30.527425151537017,-44.08582194429812,-17.29096800288781
43,26,23,is_cardio,-31.79309747146621,-46.46309467925042,-17.91440726444631
37,27,23,is_cardio,-26.62081351837986,-44.35731515534167,4.881807792324821
32,28,23,is_cardio,-24.10214575352731,-51.67522661786225,-6.6835386550278315
26,29,23,is_cardio,-24.141239777375176,-66.14397170706016,23.921597991580853
24,30,23,is_cardio,-11.748792483974057,-60.546595122323765,18.237433370961497
24,31,23,is_cardio,-11.748792483974057,-58.749688518891986,27.913162528669886
21,32,23,is_cardio,-7.062093996356822,-145.90901880021477,163.46115030952004
20,33,23,is_cardio,-5.342344900669133,-114.85431832225365,153.66365129253163
11,34,23,is_cardio,4.095835583470063,-69.78100679173781,116.94036064424219
11,35,23,is_cardio,4.095835583470063,-56.81640139464358,106.31120694587594
11,36,23,is_cardio,4.095835583470063,-47.40089721374429,114.20794267861734
9,37,23,is_cardio,-66.574844216873,-201.54349538490433,-57.64699548639797
8,38,23,is_cardio,-55.67822868870027,-157.07107816282732,-39.16040053333609
6,39,23,is_cardio,-42.29880451072739,-95.1869547434045,-35.20777259470833
6,40,23,is_cardio,-42.29880451072739,-96.90154588970043,-38.77797291046977
190,5,24,is_cardio,-52.850371711224426,-90.74790840213208,-19.785667207078035
185,6,24,is_cardio,-28.090131637891375,-52.063088926643275,-2.986585064663899
180,7,24,is_cardio,-27.220321712684495,-44.83592391642182,-11.950909449399035
173,8,24,is_cardio,-31.56052000646264,-43.837503537465864,-18.72808212627615
166,9,24,is_cardio,-39.28502856593795,-54.829949085904246,-20.60169326429218
160,10,24,is_cardio,-40.52454332989544,-53.973628359002106,-28.52740454178499
155,11,24,is_cardio,-37.89947455678396,-49.17591316298106,-23.34334073965772
148,12,24,is_cardio,-35.35669373084011,-48.098210331032845,-23.69404825162448
138,13,24,is_cardio,-33.018823395824455,-45.03386871914424,-17.260789482092264
130,14,24,is_cardio,-33.283413232722324,-45.57354640437191,-21.266223068524454
119,15,24,is_cardio,-37.748735576854244,-48.069502592419894,-29.42727698985064
110,16,24,is_cardio,-36.50940436974912,-48.79064070871726,-25.652118234945107
104,17,24,is_cardio,-35.74856816427243,-43.58967649618654,-26.66873694595276
98,18,24,is_cardio,-35.63002557333357,-43.78134743358868,-22.093286237862344
92,19,24,is_cardio,-34.01974351530859,-43.88140454941001,-25.910293179442334
81,20,24,is_cardio,-34.16492283849746,-45.916087763651745,-23.400151110663558
76,21,24,is_cardio,-32.787698400301736,-45.87944924997848,-18.50856719857927
73,22,24,is_cardio,-34.26565133879643,-44.24014461240782,-23.345307156365322
62,23,24,is_cardio,-35.181438859043595,-48.60290606632273,-21.671355589493714
53,24,24,is_cardio,-33.55002682329089,-45.16943096562716,-21.759452699826994
47,25,24,is_cardio,-32.95118423928858,-46.80239068276447,-18.908553861010517
42,26,24,is_cardio,-29.244359732347277,-45.64791788783913,-14.123590615705439
36,27,24,is_cardio,-25.954422321139077,-47.985601158233294,-7.851373383782516
33,28,24,is_cardio,-30.072426919294486,-58.509119669603166,-9.248194703640308
32,29,24,is_cardio,-29.678339658443008,-50.76372565975632,-1.1540947387423728
31,30,24,is_cardio,-25.219947985198417,-53.2740121287228,14.073017863590792
28,31,24,is_cardio,-20.466231045224532,-47.67588164022342,19.1129241792992
26,32,24,is_cardio,-17.168422199387777,-54.256358497141775,38.78914678045001
23,33,24,is_cardio,-19.16201646854674,-143.04085691961185,42.611831394098516
19,34,24,is_cardio,-29.22782428220725,-222.2060406264341,47.54929770870385
15,35,24,is_cardio,-12.354294398775124,-143.05658627494026,209.3478855840548
13,36,24,is_cardio,-22.901401698520687,-75.33125184097992,103.31504994020491
11,37,24,is_cardio,-25.085398259678755,-63.577163503692304,56.75150309542218
11,38,24,is_cardio,-25.085398259678755,-76.78078039123463,47.570038113495755
11,39,24,is_cardio,-25.085398259678755,-69.34447170487942,43.819229490381815
9,40,24,is_cardio,-34.96908694914052,-73.75195222470865,-21.73765733682876
184,5,25,is_cardio,8.916391265189418,-30.34044856594565,45.24268707312038
182,6,25,is_cardio,-0.3736347879223274,-46.428259302453796,29.680098100312193
179,7,25,is_cardio,-6.1381659791858,-36.21552633229453,19.648879963075018
172,8,25,is_cardio,-9.856120836133528,-26.205853528720638,8.036225284408829
167,9,25,is_cardio,-22.830926537334477,-43.85499451554185,-4.96426388258368
160,10,25,is_cardio,-23.431852217880675,-41.503649078182804,-5.39791593363006
153,11,25,is_cardio,-27.48714353440559,-43.788273677650864,-13.953978658703107
147,12,25,is_cardio,-26.755096436099223,-39.85144885042425,-14.504068848082852
138,13,25,is_cardio,-31.2813964994495,-44.826072666425404,-18.52792531881198
127,14,25,is_cardio,-29.228366178803213,-42.58109071797557,-16.37404070485269
120,15,25,is_cardio,-31.850767565836577,-46.843392911246184,-20.706358546236146
116,16,25,is_cardio,-30.54286259989695,-43.02671242546262,-21.40970634412068
106,17,25,is_cardio,-34.98719568686033,-47.69029362252218,-25.81898550387021
101,18,25,is_cardio,-38.31363605606509,-47.81161645880053,-28.284428554607445
97,19,25,is_cardio,-38.61653133712528,-50.86425069952588,-27.256854018612444
88,20,25,is_cardio,-39.47095670348918,-52.557096270952,-27.894238978213764
78,21,25,is_cardio,-37.131942627536034,-55.104897654809434,-26.156731126719478
70,22,25,is_cardio,-35.223879558257806,-47.93547284316219,-20.235208497882212
61,23,25,is_cardio,-41.46082690239794,-58.05394721273876,-30.184987430473882
57,24,25,is_cardio,-43.67823569780265,-63.72512347726649,-30.760678726185375
50,25,25,is_cardio,-48.684644647901706,-63.798291488547676,-36.28756347327615
41,26,25,is_cardio,-45.58384489960005,-67.40404547698677,-32.325347754642735
36,27,25,is_cardio,-50.418074483468956,-87.53928977770161,-33.62761593325075
33,28,25,is_cardio,-54.68665404442257,-83.44562263514564,-37.85447575067681
29,29,25,is_cardio,-55.720029726556334,-88.08190733646094,-22.859158692050414
24,30,25,is_cardio,-59.40058227584001,-98.91778422348969,-16.908289237644496
22,31,25,is_cardio,-60.87560357922402,-137.3454972901569,-6.181819298859963
18,32,25,is_cardio,-64.92745119724052,-132.25105451358678,83.12072740682927
15,33,25,is_cardio,-58.95111576253919,-129.24529720579537,13.061590448026209
14,34,25,is_cardio,-78.64336012017614,-158.8052384610252,-21.079291842088764
13,35,25,is_cardio,-78.3634084040448,-142.04147807707193,-34.63897634564698
11,36,25,is_cardio,-157.99364554294817,-307.26268095673197,-157.77770475331536
10,37,25,is_cardio,-46.31873057083834,-93.39493026541186,21.78966940559998
10,38,25,is_cardio,-46.31873057083834,-87.36254645988888,10.908593779804477
9,39,25,is_cardio,-95.59893095707304,-157.24211907627063,-78.15361762415237
9,40,25,is_cardio,-95.59893095707304,-168.80662680195078,-72.14186287130134
182,5,26,is_cardio,-18.64962898852926,-36.24423778791254,-3.1961618716686644
178,6,26,is_cardio,-18.63130027774241,-33.38721949021439,-6.477995467873541
176,7,26,is_cardio,-19.796821039510604,-30.884738434278034,-9.882634867402885
169,8,26,is_cardio,-22.04583261867961,-33.446797074803584,-7.944803502042333
159,9,26,is_cardio,-30.068862660341324,-44.312498889778595,-14.158705416598025
149,10,26,is_cardio,-32.098473880118064,-47.4441141221464,-18.98640716138354
140,11,26,is_cardio,-32.29631093867465,-45.46517313064774,-21.63615024107591
134,12,26,is_cardio,-33.82666019463883,-45.32079120583407,-21.330500238493386
124,13,26,is_cardio,-33.57914141338597,-43.40240555363624,-19.900363823913864
113,14,26,is_cardio,-33.8787421855163,-47.23348417431856,-26.313724105841345
107,15,26,is_cardio,-32.17883648410941,-44.828144734700516,-23.58899791974332
101,16,26,is_cardio,-29.709723588434287,-43.08089015276062,-20.546763518865248
97,17,26,is_cardio,-28.744149084831804,-40.29235689959779,-14.745121949108551
93,18,26,is_cardio,-29.172074402642266,-41.75568305912765,-20.501719652687086
84,19,26,is_cardio,-29.03535667588463,-39.04753356703051,-19.88458419828885
78,20,26,is_cardio,-28.373207262529547,-41.892167319922805,-19.15357250107533
72,21,26,is_cardio,-26.43761841706086,-39.48662940995999,-14.346033500184319
64,22,26,is_cardio,-33.37158995275888,-48.95534403576835,-22.281791622641776
59,23,26,is_cardio,-32.81572072781944,-48.9431453500315,-17.623481349044823
53,24,26,is_cardio,-39.1217559826118,-55.43268413046445,-29.06448816009248
47,25,26,is_cardio,-39.634207033590684,-54.37300634036916,-26.958561630993586
40,26,26,is_cardio,-45.47500691339181,-65.29380526122782,-32.24367142638374
35,27,26,is_cardio,-46.76873932822832,-63.777399777403275,-27.799624525354034
34,28,26,is_cardio,-48.10920086384883,-66.11119249505751,-30.399472109712093
29,29,26,is_cardio,-49.29967445172471,-77.71635260967605,-12.867593666487835
28,30,26,is_cardio,-47.47195741179357,-71.67171470286902,0.8171866292416894
25,31,26,is_cardio,-50.21216321129904,-95.30372200200469,18.42182640170826
22,32,26,is_cardio,-45.13845709550412,-97.09327240595417,1.9454993470800162
18,33,26,is_cardio,-44.195881848445254,-159.06731347470924,77.91167476943824
16,34,26,is_cardio,-49.42048878301463,-135.98730939523514,47.16463046627905
15,35,26,is_cardio,-48.60265397368235,-101.18624740270107,29.426777183564113
13,36,26,is_cardio,8.912721207395094,-30.242031312706473,112.6008414775369
11,37,26,is_cardio,8.066299728118793,-10.519707867201703,95.69638635323938
11,38,26,is_cardio,8.066299728118793,-22.01372785662508,102.7960391088078
9,39,26,is_cardio,-14.710448517113178,-62.13297732744141,57.52062936715308
7,40,26,is_cardio,-54.847316767210685,-100.27435619611444,-14.000897590659832
180,5,27,is_cardio,-20.209174520742067,-33.90240407969199,0.36832871867287054
177,6,27,is_cardio,-38.9547385581719,-57.80934460085285,-13.920567032249124
173,7,27,is_cardio,-32.00874411478043,-47.49170784863753,-13.737653105096626
167,8,27,is_cardio,-25.435809317246367,-37.7991452712788,-11.882678897919135
157,9,27,is_cardio,-33.72728502795499,-53.00948665505197,-17.997010666570873
148,10,27,is_cardio,-34.7909897614102,-47.51282195297364,-19.40632693215403
142,11,27,is_cardio,-29.172088053854992,-42.841884548014974,-17.339639757563305
137,12,27,is_cardio,-25.70589200076151,-36.85550067805664,-11.476964530751843
124,13,27,is_cardio,-27.0980129487954,-38.95094723167949,-14.157530879219195
118,14,27,is_cardio,-22.130569403623383,-35.46823958922212,-12.430816735465442
110,15,27,is_cardio,-20.258051061434628,-34.640989061760166,-8.888075058146143
101,16,27,is_cardio,-21.617274648676243,-32.762255180351275,-11.935698702429818
91,17,27,is_cardio,-23.003939340613016,-33.83008593384832,-13.235634359727726
84,18,27,is_cardio,-25.65313918185305,-35.4189903975724,-13.773534129363185
78,19,27,is_cardio,-24.47659611571092,-35.80222007238103,-13.388610794280794
72,20,27,is_cardio,-26.791569879470302,-37.84850418334054,-16.63116901505248
68,21,27,is_cardio,-25.626872804148746,-39.221300907288594,-13.107509231262327
58,22,27,is_cardio,-29.794466106436147,-45.83171560327159,-14.736023956954455
51,23,27,is_cardio,-30.591500000948656,-48.44471997145885,-10.90203930277508
44,24,27,is_cardio,-32.10374195806031,-53.268610121739215,-15.281801965155466
40,25,27,is_cardio,-32.99942854154972,-51.38684325745854,-13.463747602791045
36,26,27,is_cardio,-40.39885491818188,-67.87173600991511,-16.186091540963872
33,27,27,is_cardio,-34.323767063174614,-57.69955178248813,-0.4098874619573394
27,28,27,is_cardio,-41.23764801312015,-87.27329332537875,-0.6597287958326206
26,29,27,is_cardio,-37.36027743336851,-81.51465832396892,9.885146590007707
23,30,27,is_cardio,-42.78988725371025,-110.46995161952472,28.042801623912368
21,31,27,is_cardio,-49.69683243359478,-115.43798249825858,43.017873517791315
19,32,27,is_cardio,-61.90234082018006,-110.14338892942365,29.801915233793125
17,33,27,is_cardio,-53.19606669946802,-144.6277958328338,31.278265824903116
15,34,27,is_cardio,-54.15094342531913,-130.8622304619083,17.735718380310715
13,35,27,is_cardio,-55.66114467416759,-128.06657044413393,15.759048063129612
11,36,27,is_cardio,-106.92541822278453,-222.07166066793351,-50.915192523592765
9,37,27,is_cardio,-40.567577256512465,-113.0173719865573,49.59513307266599
8,38,27,is_cardio,16.8951902194797,-0.7447622453630061,140.0399976758344
6,39,27,is_cardio,-61.75999553658454,-142.691071708179,-21.965907887959105
6,40,27,is_cardio,-61.75999553658454,-128.97979677908532,-16.069380583559692
180,5,28,is_cardio,-26.931101825878216,-49.01933630888877,2.061711495860635
176,6,28,is_cardio,-16.899875270593554,-33.724493570613845,7.725919828702672
168,7,28,is_cardio,-14.26795739145885,-29.577295769611766,-0.6179301012352596
160,8,28,is_cardio,-12.024567926112155,-23.67460812856382,2.013964217705393
151,9,28,is_cardio,-21.056201645659485,-35.307009500415916,-9.381527176350772
139,10,28,is_cardio,-24.01652977637093,-35.32111762672554,-10.351059321062081
135,11,28,is_cardio,-23.67234308215089,-36.1396263363153,-11.200407413312604
127,12,28,is_cardio,-24.700218746122886,-36.749760958383916,-13.032577941808512
120,13,28,is_cardio,-25.15071624064518,-39.09594034035234,-15.74917355905282
113,14,28,is_cardio,-22.816131474281462,-36.62610530766415,-10.743308008090395
105,15,28,is_cardio,-23.748306170921097,-38.69380772493571,-13.515480857407795
100,16,28,is_cardio,-25.396891450879878,-35.27332778468298,-15.864903344619194
91,17,28,is_cardio,-25.57330815592593,-36.56332070412327,-16.391982637984484
87,18,28,is_cardio,-23.160164730503112,-35.611733642013206,-13.68417001875116
79,19,28,is_cardio,-23.869428561105337,-37.684125720996974,-14.277488366607685
73,20,28,is_cardio,-22.27097849385774,-32.859468098212005,-11.651503598592626
68,21,28,is_cardio,-27.021626816290592,-39.63044992729266,-17.145860213872737
57,22,28,is_cardio,-30.59485253448446,-44.565574378390664,-16.792641959494347
52,23,28,is_cardio,-32.388387896610936,-45.584582607055836,-18.448428250409194
46,24,28,is_cardio,-30.823486582674406,-44.71730707951687,-18.055149217343427
39,25,28,is_cardio,-30.157018729983662,-41.44036146357797,-12.585313256360564
33,26,28,is_cardio,-29.706537408258043,-49.21812521203219,-7.062162701786804
27,27,28,is_cardio,-22.864530439417194,-78.25255031549946,24.354183160107823
26,28,28,is_cardio,-22.400033517212506,-73.3563163458744,9.184104829928316
22,29,28,is_cardio,-12.956115257577665,-97.26394219100285,123.32548657749805
21,30,28,is_cardio,-11.831425124378995,-129.75017516850718,171.546780497243
19,31,28,is_cardio,-30.407643665782786,-211.32181505204045,118.8867248088028
16,32,28,is_cardio,-28.330555250561247,-95.83158245443826,96.76946552978615
16,33,28,is_cardio,-28.330555250561247,-148.05495423418694,163.56264755694002
16,34,28,is_cardio,-28.330555250561247,-156.58506779069344,68.96260814965792
12,35,28,is_cardio,95.70256805871063,40.52580253492431,305.6646337591825
11,36,28,is_cardio,-16.258572778885707,-88.5692949850932,117.63447746443416
10,37,28,is_cardio,54.35371042983468,0.045443880995151176,204.18157923050435
10,38,28,is_cardio,54.35371042983468,18.884179189669,270.1328036774397
9,39,28,is_cardio,31.06642742876454,10.614985766629047,196.12850387419383
7,40,28,is_cardio,45.08349986957174,-24.769638234065127,147.53238381803322
174,5,29,is_cardio,-4.376434734972094,-17.110601079643715,8.272070134502883
170,6,29,is_cardio,-9.02117702380636,-18.88566492603249,1.1957969354843954
167,7,29,is_cardio,-13.265044727809254,-25.051056252020828,-5.604803346650613
162,8,29,is_cardio,-15.230314995988579,-26.545234321292327,-6.221873674281113
155,9,29,is_cardio,-30.15418879747517,-46.34560121320587,-14.087352419283661
148,10,29,is_cardio,-23.840920672740964,-36.72324936239869,-8.874303472060234
135,11,29,is_cardio,-18.45634185646304,-29.868311305988982,-6.361238375753942
123,12,29,is_cardio,-15.566288519153318,-28.46478293265423,-5.5850130652293615
115,13,29,is_cardio,-15.70634305750599,-26.20649409257223,-7.700837512181948
105,14,29,is_cardio,-20.398422664360083,-30.201090836942058,-9.822425467037988
95,15,29,is_cardio,-19.340558685999383,-30.85776002873928,-10.836539960000806
88,16,29,is_cardio,-22.643218530188335,-33.308649544585165,-11.275882598802838
81,17,29,is_cardio,-25.14697097213346,-34.734959576862224,-15.918570199453313
74,18,29,is_cardio,-28.30394278047217,-38.92424699810854,-17.22676310112763
67,19,29,is_cardio,-29.344344875741967,-38.21233314543605,-19.78780968575441
60,20,29,is_cardio,-27.69267045937781,-44.02128003322392,-16.230354201016155
54,21,29,is_cardio,-23.954838086494107,-33.13934066125188,-12.188366776485339
48,22,29,is_cardio,-26.11323626685879,-41.866429612686915,-13.546250146436535
43,23,29,is_cardio,-30.144701853713684,-46.0827498185956,-16.33749961877959
37,24,29,is_cardio,-35.42417724890575,-53.21748311238312,-19.749242323351098
35,25,29,is_cardio,-35.67738844863183,-53.24284791688774,-16.138896585858987
30,26,29,is_cardio,-32.557576566741346,-57.80127004414541,-4.028695805525302
24,27,29,is_cardio,-27.519328109762455,-91.11300464300194,6.505583838406437
22,28,29,is_cardio,-27.292052976062195,-73.7220518709043,76.16527600103825
19,29,29,is_cardio,-21.180835434717267,-91.90012490546775,148.22569898696844
16,30,29,is_cardio,-17.54243547546676,-126.0657258767653,75.28930241536297
14,31,29,is_cardio,-14.002679335302702,-209.30685649519404,103.24141646822568
13,32,29,is_cardio,-2.5393175102716157,-97.67174016590346,162.2537355929545
13,33,29,is_cardio,-2.5393175102716157,-106.18871399082269,155.1310624708048
11,34,29,is_cardio,-50.99355489206923,-152.05789230437185,4.8451740775588945
10,35,29,is_cardio,-47.991848841631935,-130.97320275299765,37.01405471529549
7,36,29,is_cardio,-16.14856515819409,-102.5204597091205,41.316003711838334
7,37,29,is_cardio,-16.14856515819409,-109.3486930968536,51.48379873840011
7,38,29,is_cardio,-16.14856515819409,-91.97531149496695,57.53964353003053
6,39,29,is_cardio,17.69817820085069,-50.004112249365846,76.70505576164445
5,40,29,is_cardio,49.552255421477184,35.827467580366374,148.88433644800585
172,5,30,is_cardio,-3.9607066868019274,-40.21073967339379,20.715725094285347
170,6,30,is_cardio,-6.63741074672302,-31.45563988225902,12.459484040175482
164,7,30,is_cardio,-2.4925614283309017,-24.20858638831868,14.931460684237948
157,8,30,is_cardio,-7.225777446448291,-24.428789103322572,7.201538812336452
150,9,30,is_cardio,-13.063663297681671,-26.81685631313016,0.2622127894769335
145,10,30,is_cardio,-23.647542669573937,-39.879053313688104,-5.864741441990304
138,11,30,is_cardio,-22.227877568260055,-37.48059237917016,-6.993484249786974
130,12,30,is_cardio,-21.122818843025186,-34.769441917687175,-9.712164149071157
119,13,30,is_cardio,-17.50035353408302,-30.713949692558487,-3.852495809279958
105,14,30,is_cardio,-17.96675525883566,-29.86160796504015,-7.893561094101187
96,15,30,is_cardio,-23.7966895532995,-34.0608651358215,-12.408121077824859
89,16,30,is_cardio,-23.80039463746928,-35.805191608476264,-14.363819845543077
82,17,30,is_cardio,-25.68340470040303,-38.03843478064519,-16.298819524553295
80,18,30,is_cardio,-26.390606217077305,-39.08269085768114,-18.946553874269483
74,19,30,is_cardio,-29.709537217025257,-40.700433400009956,-20.70002251665565
64,20,30,is_cardio,-26.151776874736612,-38.0736260772708,-16.683689616540534
57,21,30,is_cardio,-25.17377062796902,-40.59124918276737,-13.714385271480126
53,22,30,is_cardio,-27.264764109241383,-39.53058265238212,-14.248284325652605
45,23,30,is_cardio,-27.653152110176137,-47.101803028138875,-8.916818650670933
42,24,30,is_cardio,-29.73455913945901,-47.032780739224876,-16.34759160105702
38,25,30,is_cardio,-30.089847789440853,-47.826876286385044,-11.457999437345222
33,26,30,is_cardio,-32.054287871977294,-55.1278254852669,-12.171072368136038
27,27,30,is_cardio,-27.723464442526222,-65.5477442966588,-0.0821787001163159
24,28,30,is_cardio,-35.10529853988848,-108.33455133967107,4.151369557054721
23,29,30,is_cardio,-35.15460403295083,-146.20108071489045,23.75341324146683
21,30,30,is_cardio,-32.462556685482696,-238.6466691750768,69.39402041616486
21,31,30,is_cardio,-32.462556685482696,-156.24683398515208,68.13965217941558
19,32,30,is_cardio,-39.54932638609671,-171.09843817358376,113.62555752647839
18,33,30,is_cardio,-12.041349908687636,-149.6173088217761,246.03050627810453
15,34,30,is_cardio,-44.55910108164346,-197.74521852397194,168.0803939041512
15,35,30,is_cardio,-44.55910108164346,-223.25931949033682,108.29952020703303
14,36,30,is_cardio,-40.67932778875266,-238.719844765966,81.35383166295287
12,37,30,is_cardio,-51.04974109759709,-128.34820708917985,33.068743939657224
11,38,30,is_cardio,-65.47272614564034,-223.59533824314965,9.175667582406845
10,39,30,is_cardio,-69.73068716309581,-284.65557416474803,42.48593981143097
9,40,30,is_cardio,-80.39884305575248,-173.26745404915906,2.7889256927431347
